event_name,event_lat,event_lon,stop_id,stop_name,stop_lat,stop_lon,distance,start_date,end_date,estimated_passengers,distance_weight,demand_score
Daily Lough Ree & River Shannon Cruise,53.4233926,-7.9423094,8330B5546201,Castle Street,53.4226641777525,-7.94257368074834,0.0007748827553849,2026-03-28T00:00:00Z,2026-10-31T00:00:00Z,500,563.4174972775262,281708.7486387631
Nourish & Flow Festival,53.0165403,-7.117371299999999,8280PB001384,Stradbally,53.01301,-7.145136,0.0279882401050876,2026-08-14T00:00:00Z,2026-08-16T00:00:00Z,2000,34.49674752157494,68993.49504314987
The Drifter Tribute Show,51.63319070000001,-8.6994987,8380B2303101,Courtmacsherry,51.635306,-8.710628,0.0113285397373172,2026-04-10T00:00:00Z,2026-04-10T00:00:00Z,500,81.11260711380964,40556.30355690482
The House Must Win,51.90139749999999,-8.4683464,8370B11054,Cork Saint Patrick's Quay,51.900672,-8.467164,0.0013872346629103,2026-05-06T00:00:00Z,2026-05-16T00:00:00Z,500,418.89472180371695,209447.36090185848
The Skellig Coast Dark Skies Cruise by Starlight Sea Cruise,51.9256611,-10.2909282,8390LL10839,Knightstown,51.92648,-10.28781,0.0032239367937343,2026-03-20T00:00:00Z,2026-03-21T00:00:00Z,500,236.745966815455,118372.9834077275
Tuesdays with Morrie,51.90139749999999,-8.4683464,8370B11054,Cork Saint Patrick's Quay,51.900672,-8.467164,0.0013872346629103,2026-03-26T00:00:00Z,2026-03-28T00:00:00Z,500,418.89472180371695,209447.36090185848
Tullamore TradFest,53.2752768,-7.4924439,832000073,High Street,53.274255,-7.492,0.0011140567534947,2026-03-27T00:00:00Z,2026-03-29T00:00:00Z,500,473.0241978352389,236512.09891761944
Van Gogh - An Immersive Journey,53.3492451,-6.2275447,8220DB007399,The Point,53.348493,-6.226864,0.0010143997732648,2026-01-16T00:00:00Z,2026-03-20T00:00:00Z,500,496.42579058637847,248212.89529318924
Wander Wild Festival 2026,52.02099,-9.50664,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0233887171639663,2026-04-17T00:00:00Z,2026-04-19T00:00:00Z,2000,41.00256660803276,82005.13321606551
Zog,51.9012982,-8.4684555,8370B299001,Merchants Quay,51.899985,-8.468247,0.0013296490100758,2026-03-11T00:00:00Z,2026-03-14T00:00:00Z,500,429.24921122236475,214624.60561118237
Waterford Festival of Food 2026,52.0932368,-7.6304404,8450B356171,Dungarvan,52.0917365754635,-7.62110225140137,0.0094578905105742,2026-04-24T00:00:00Z,2026-04-26T00:00:00Z,2000,95.62157865287253,191243.15730574506
Art for the Heart Doneraile Arts Festival 2026,52.2162916,-8.583008,8380B235741,Doneraile,52.216025,-8.585401,0.0024078049256524,2026-06-25T00:00:00Z,2026-06-28T00:00:00Z,2000,293.4440268198618,586888.0536397236
